"",validDate,stoxxId,freeFloat
6966,20240624,KR80UD,0.6759
10078,20240624,DE10JB,0.1535
14357,20240624,TH80AS,0.4617
6052,20240923,NO802L,1.0
23021,20240923,JP1UCF,0.5763
16119,20240624,HK50RX,0.5721
9351,20240923,CN0FGU,0.6709
21055,20240923,CN0LL5,0.5634
10962,20240923,CN01GG,0.1857
5352,20240923,KR010C,0.2871
17298,20240624,CN7OKE,0.8512
7033,20240923,CN52RX,0.6848
24328,20240923,DE10IA,0.503
1572,20240624,ID00NI,0.164
33105,20240923,JP42U8,0.6985
5278,20240624,FR705I,0.2853
24220,20240923,CNES9E,0.8285
13982,20240624,PII,0.9463
17476,20240624,CNEP46,0.7979
19575,20240624,US175Z,0.4098
9526,20240923,484652,0.8053
12296,20240923,498674,0.3883
19455,20240923,JP92L4,0.6716
33127,20240923,SE40IS,0.2096
26514,20240923,SE35GU,0.9183
6861,20240923,KR308M,0.6896
3807,20240624,AVB,1.0
12665,20240624,GB3WI8,0.36
24248,20240923,CN906E,0.5211
22745,20240923,US160T,0.7286
3283,20240624,DE3093,0.1052
4778,20240923,IN10JP,0.4312
10869,20240923,CN0177,0.6385
29477,20240923,JP44M2,0.7265
1719,20240624,408904,0.7109
12532,20240624,QA2136,0.6685
25488,20240923,JP30ZA,0.8245
12018,20240923,MY20ZL,0.2682
9042,20240624,US71JD,1.0
16794,20240923,CN0TIA,0.5279
1338,20240624,B0F8Z5,0.5845
19003,20240624,IN0BDT,0.25
5670,20240624,AU10Z4,0.7408
16756,20240624,KR07I0,0.6066
1057,20240923,CN18S0,0.6992
13336,20240624,CN2D3H,0.5904
2207,20240624,076680,1.0
5304,20240624,CN287G,0.5
16107,20240624,AU02SY,1.0
17011,20240624,CNEA6T,0.5126
4603,20240624,KR034I,0.7154
18080,20240923,ES703G,0.2583
30405,20240923,SE14P0,0.8423
7222,20240624,US9AOT,1.0
5549,20240923,664104,0.8458
828,20240923,TW03XP,1.0
16177,20240624,US41I9,0.3524
5340,20240624,JP1DAW,0.9471
14624,20240624,CN7GG2,0.4626
18035,20240923,US08NH,1.0
18769,20240923,US165Y,0.5535
10256,20240923,SE801F,0.9276
21640,20240923,CN7O4Y,0.613
17658,20240624,CN6XVX,0.6846
32476,20240923,CNEBSG,0.5484
31939,20240923,TR80C4,0.4227
17485,20240923,US161U,0.5199
15709,20240923,CN64AJ,0.6844
17904,20240923,440875,0.7974
22990,20240923,CNE5HZ,0.526
8930,20240624,JP01Y7,0.9479
33174,20240923,KR91K5,0.7569
11259,20240624,BE10SI,0.1882
6295,20240923,ID102Y,0.481
5070,20240624,HK0157,0.4505
987,20240624,687020,0.9025
11539,20240923,VN707W,0.7358
23110,20240923,CN2L1N,0.7033
12209,20240923,CN0LYI,0.8442
11415,20240923,CA017U,0.6868
24867,20240923,AU42HR,0.3342
11389,20240923,TR00L5,0.2226
10270,20240624,TR12G3,0.2393
16038,20240923,CN1I5N,0.81
2374,20240624,TW05RL,0.9133
27221,20240923,IT34O6,0.4395
33085,20240923,CNEJMI,0.7367
14537,20240923,KY116Q,0.5562
6334,20240624,CN21Y0,0.786
250,20240624,US52D6,0.8066
16855,20240624,CN8XCG,0.5382
5771,20240624,CH7088,0.3781
31905,20240923,CNFENF,0.7742
22061,20240923,AE234X,1.0
2341,20240624,BKD,1.0
11927,20240624,CN2FN3,0.5949
19092,20240923,MY143S,0.4864
5789,20240923,FTT,1.0
20666,20240923,CN3057,0.3164
29064,20240923,US3KR0,0.497
7500,20240624,ZA21AM,0.3084
8181,20240624,643491,0.4668
12579,20240923,CN7Z7C,0.5995
30476,20240923,SE30OX,0.5424
24156,20240923,HK3C4K,0.25
4720,20240624,042364,1.0
29977,20240923,CN0NCY,0.7624
404,20240624,B281L7,0.8894
12617,20240923,553397,0.4905
11013,20240624,CN30UW,0.4013
7810,20240624,PK21ZB,0.5512
1728,20240923,JP10V4,0.915
12817,20240624,KR50T9,0.723
15704,20240624,GB3AHL,0.78
20227,20240923,CN7Q1X,0.5414
14668,20240624,IN31LU,0.5593
3069,20240923,079851,0.8848
23153,20240923,CN394F,0.5006
23672,20240923,CN10Q4,0.619
29577,20240923,JP45K1,0.5091
2180,20240923,569620,1.0
18764,20240624,TW30ME,0.6976
1032,20240624,ID102Y,0.481
15324,20240923,TR10K5,0.2833
18960,20240923,MX11RC,0.6029
7287,20240624,AU809L,0.9384
6217,20240624,ZA20T4,0.7357
20473,20240624,CN1JH0,0.4088
20363,20240923,CN34BH,0.4691
33131,20240923,CNF8F1,0.5397
23909,20240923,KR31ZE,0.6369
21770,20240923,CN2N5T,0.3886
1399,20240624,IN05OY,0.5911
17868,20240923,KR087Q,0.5561
14682,20240624,KR1B7U,0.5514
6991,20240624,US20E2,1.0
9916,20240624,IL12NT,0.629
14650,20240624,SE36IX,0.4616
29048,20240923,US90D8,1.0
10740,20240624,CN1PB0,0.4616
15858,20240923,VN904V,0.5024
22970,20240923,CN2HAS,0.4093
17,20240624,CN0NDZ,0.5347
16009,20240624,AU32NW,0.8943
4471,20240624,IN00PU,0.489
11627,20240923,CN841C,0.8418
541,20240923,689355,0.9449
10543,20240923,BR109C,1.0
13192,20240624,KR17FY,0.6717
12301,20240624,TR00TD,0.2929
1420,20240624,NJR,1.0
27168,20240923,IL30CI,0.7383
28921,20240923,663916,0.8968
29887,20240923,JP45L2,0.7033
12696,20240624,CN2CBO,0.9014
775,20240624,IS402G,1.0
6929,20240624,CN1AIS,0.7216
32870,20240923,CNELPN,0.485
1674,20240923,JP607L,1.0
2795,20240624,EG20ZV,0.483
33557,20240923,CN7HVI,0.5721
29684,20240923,IN50KU,0.5316
18203,20240624,FI30KK,0.7814
15820,20240923,US07XQ,0.8941
11681,20240923,HK60V2,0.3704
17300,20240923,IL12OU,0.4146
5822,20240923,688507,1.0
33192,20240923,CN2BBN,0.6943
8621,20240624,DE14EA,0.6999
13320,20240923,TH20MY,0.7488
18150,20240624,CN1ME0,0.4713
18025,20240624,ES702F,0.4548
11531,20240624,FR332E,0.302
7425,20240923,US61PI,0.9347
27836,20240923,US00K6,0.928
10306,20240624,DK31HI,1.0
19156,20240923,CN30PR,0.3139
31693,20240923,CN7FUF,0.4927
32006,20240923,JP46P7,0.7721
32600,20240923,CN7LMD,0.6303
3777,20240923,154026,0.8944
16449,20240624,CN8JTJ,0.5709
19118,20240624,US96DE,0.81
19122,20240923,AU19V9,1.0
15524,20240624,CN00S9,0.4045
11045,20240624,CN8ILA,0.5675
2284,20240923,KR11JW,0.5082
9553,20240923,US9B39,0.8471
28724,20240923,CNEGVO,0.5067
30773,20240923,CN7DZI,0.4719
6623,20240923,777350,0.4257
29859,20240923,CNEDXN,0.862
27490,20240923,CN4BAO,0.4984
8228,20240923,PH231,0.2856
872,20240923,U0047,1.0
9895,20240624,CN20OP,0.272
13393,20240923,637499,0.7295
7140,20240923,ID20SP,0.1426
17759,20240923,SA22Y4,0.95
13399,20240624,GB3OUC,0.51
17293,20240624,CN7A9P,0.5201
12060,20240923,IN11GN,0.4077
19224,20240624,JP91P7,0.7821
10431,20240923,CN0WOJ,0.1418
7484,20240624,ACAD,1.0
18936,20240624,CA90E9,0.4607
12453,20240923,473322,0.9481
29907,20240923,US51OG,1.0
31271,20240923,CNF1Q5,0.4055
2022,20240923,CN0CNY,0.8286
19400,20240624,SE0028,0.9156
9421,20240923,US036V,1.0
3090,20240923,KR402H,0.5623
16278,20240923,US71LF,1.0
23065,20240923,JP11T3,0.9472
15887,20240624,CA315V,0.9264
11829,20240923,US9IV8,1.0
27540,20240923,CNEOUV,0.7173
14387,20240624,CN86W9,0.5587
8493,20240923,664296,1.0
2324,20240624,PH049J,0.5266
7573,20240624,KR12BP,0.4842
1997,20240923,633155,0.3992
134,20240624,648418,0.8391
25118,20240923,CN33GL,0.4151
7285,20240624,US05PG,0.9089
2490,20240624,VN50AX,0.2786
30856,20240923,JP1Z08,0.5459
32526,20240923,NO903N,0.9497
9900,20240923,659736,0.9469
7415,20240624,BR702B,0.7479
1025,20240624,413337,0.0829
7201,20240624,AR702A,0.284
11956,20240624,TH309M,0.75
16365,20240624,CNEIOJ,0.6424
9515,20240923,CN52JP,0.8284
18765,20240624,US3W8T,1.0
686,20240923,KR00Q1,0.6961
14506,20240624,CN2DT7,0.4694
1314,20240923,JP00W4,1.0
4130,20240624,689604,0.6676
5437,20240624,AU02LR,0.9312
4310,20240624,HBII,1.0
34057,20240923,JP912K,0.63
10247,20240624,601090,1.0
17477,20240624,CNEXS2,0.5717
10111,20240923,CN1G3J,0.6398
20997,20240923,HK10XZ,0.3453
29794,20240923,CN768K,0.6277
1267,20240624,PK20MX,0.7875
10551,20240624,CN57MX,0.2528
14828,20240923,US9EJS,1.0
7369,20240624,SE3A2L,0.717
4375,20240624,IN10EK,0.5791
18564,20240624,CNF49R,0.3469
29579,20240923,IN18V9,0.5914
14511,20240624,HK30JN,0.3093
10275,20240624,FR602E,0.4496
31174,20240923,JP435K,0.8129
25710,20240923,CN8HG4,0.5672
33437,20240923,IN40R0,0.2665
8947,20240624,692847,0.5434
10489,20240624,CN54X5,0.2078
2546,20240923,CN16JP,0.457
34374,20240923,US16VO,0.7179
6136,20240624,KR016I,0.5398
8710,20240624,US9EZ8,0.9266
34144,20240923,CN2PUK,0.8971
17510,20240624,CNE7K4,0.4514
6717,20240923,CN11KL,0.6955
13706,20240624,CN29LV,0.6374
6073,20240624,CN247C,0.7385
17037,20240624,KR906Q,0.4997
8839,20240624,CN31EH,0.5417
28679,20240923,CN7FM7,0.3032
5077,20240624,B1YY66,0.3479
15673,20240624,CN6ZZ3,0.5454
3841,20240923,681001,0.3684
313,20240624,689446,1.0
9823,20240624,CN2LZL,0.3854
20423,20240923,CN2MF2,0.4343
1647,20240624,CN04CF,0.4305
17264,20240624,KR31VA,0.6065
3235,20240624,CN19AJ,0.7126
11937,20240624,CN31UX,0.5548
26325,20240923,CN791G,0.2693
25404,20240923,CN36PX,0.4502
5946,20240923,PH187,0.2664
317,20240624,KR620J,0.9248
11708,20240624,CN780E,0.4223
3727,20240923,AU108D,0.5207
12684,20240624,PL30BO,0.378
17172,20240624,TR121O,0.1894
8652,20240624,619058,0.7458
6763,20240624,US61RK,1.0
12325,20240624,ALEX,1.0
14648,20240923,CN0ZNL,0.512
16780,20240624,US820W,0.7973
11319,20240923,433560,0.7096
30215,20240923,CN2P1R,0.4877
5753,20240923,CME,1.0
2762,20240923,MY211O,0.586
20434,20240923,CN8M1U,0.509
1633,20240923,CN0HN3,0.3956
3111,20240923,AVA,1.0
34055,20240923,JP906N,0.4832
8466,20240923,665754,1.0
33411,20240923,IT342K,0.2237
4814,20240624,651334,1.0
12149,20240624,PL10MX,0.1953
6277,20240624,672529,0.9255
18984,20240923,TR10WH,0.1844
28692,20240923,CN94U6,0.6465
6223,20240624,KY112M,0.4966
4063,20240923,IN1017,0.501
1386,20240624,MY241R,0.785
15556,20240624,GB90NN,1.0
7269,20240624,CN40EH,0.8496
17409,20240923,CN85P1,0.5146
1279,20240624,EMR,1.0
11868,20240923,663848,0.664
15747,20240624,CN8P95,0.4364
22320,20240923,PL90GZ,0.7869
24368,20240923,MY24I8,0.6962
15005,20240624,CN8OYT,0.7113
6525,20240923,MX00YH,1.0
2982,20240923,904076,1.0
18029,20240923,US9KGV,1.0
16684,20240624,ZA109J,0.499
5451,20240923,SE50OZ,1.0
16521,20240923,514146,1.0
23327,20240923,JP21EP,0.8027
29191,20240923,CNEY1C,0.6954
17230,20240624,IT312H,0.3841
18482,20240624,CN8C4N,0.4083
2984,20240624,CN04SV,0.6989
19118,20240923,CN1UWQ,0.8015
7669,20240624,TW070W,0.6336
9676,20240624,485471,0.5118
17313,20240923,KR1AWI,0.6442
13310,20240624,NO31VA,0.6063
8723,20240624,JP10Z8,0.5115
2401,20240624,US314U,1.0
2120,20240923,CA10E1,1.0
10636,20240624,055470,0.6
18077,20240923,CA90ZU,0.9401
4426,20240624,446628,0.5061
3634,20240624,CBRL,0.9168
17454,20240624,CN7QOK,0.544
9774,20240624,HK30Z3,0.4622
29975,20240923,KR91EZ,0.5442
16877,20240624,CN27HP,0.4344
16835,20240624,FI8038,0.7363
33334,20240923,CNF3IZ,0.265
6960,20240624,CN0TME,0.473
9961,20240624,CN33AF,0.6969
27488,20240923,TR306T,0.2678
18220,20240624,US9LVB,0.8088
12687,20240624,CN7FH2,0.5365
4211,20240624,KR047M,0.6001
9906,20240624,US9CY5,1.0
6397,20240923,IN04Y7,0.6136
3079,20240624,QBR.B,1.0
10111,20240624,CN51W1,0.7212
6982,20240624,414403,0.648
16553,20240624,HK3C3J,0.4324
5372,20240923,VLO,1.0
13656,20240923,US06QI,0.9394
33187,20240923,SE38BS,0.6977
15954,20240624,IT358R,0.4255
6972,20240624,IN70AM,0.3451
8429,20240624,AU10SX,0.8404
12152,20240624,AU24KU,0.5793
17509,20240624,CNE6O7,0.7492
19338,20240624,US9252,1.0
229,20240923,CN1IN5,0.6547
6054,20240624,IN610C,0.4386
12626,20240624,587183,0.749
6314,20240923,TH216J,0.8052
7767,20240923,IL60BK,0.3351
15691,20240923,MY204Q,0.6336
22051,20240923,CN7V78,0.5544
226,20240624,CN1EJX,0.8157
3940,20240624,IN068J,0.5159
9463,20240624,BH20IC,0.216
10430,20240624,CN2IEX,0.5283
23414,20240923,KR32HX,0.6214
9894,20240624,CN8S98,0.5805
30439,20240923,SE40MW,0.5457
8789,20240624,CN1D8L,0.4889
4398,20240624,B03MPM,0.5611
10617,20240624,NL403F,0.9479
15976,20240624,JP1YGN,0.8688
8376,20240923,TH21S5,0.8715
9465,20240624,SA23BI,0.5174
4003,20240624,PA086,0.5812
9309,20240624,CN0C6H,0.7489
19670,20240923,CN2ZYY,0.7988
30568,20240923,JP1ZRZ,0.4518
9313,20240624,ET023,1.0
4512,20240624,602730,0.8666
618,20240624,AGO,1.0
4997,20240923,CN0256,0.3144
6282,20240624,LUV,1.0
2159,20240624,601064,0.5501
32666,20240923,CNF3O5,0.7172
1567,20240923,CN1CZB,0.6348
7437,20240624,625144,0.8929
18008,20240624,CA21LA,0.5955
19292,20240624,AU025B,1.0
19878,20240624,CN1KM6,0.4626
1391,20240624,CN10TT,0.4615
16283,20240923,US15WO,0.9367
17232,20240923,TR8091,0.0513
28670,20240923,CN1YWU,0.569
17670,20240923,IT34HZ,0.3915
13197,20240624,646782,0.4783
12135,20240624,JP15ES,0.8722
6421,20240923,CN1909,0.6415
19164,20240624,CNE8BW,0.5253
14069,20240624,CN94P1,0.6252
10820,20240624,CN62SZ,0.5906
17680,20240624,CN71CJ,0.6212
4798,20240923,635692,0.6876
4900,20240923,HK2069,0.1738
7465,20240923,JP015E,0.5403
7666,20240923,648032,0.4952
13718,20240923,SF,1.0
15445,20240624,CN7NC5,0.6437
25110,20240923,CN2XXV,0.8406
34359,20240923,SE33FR,0.7451
29475,20240923,JP43M1,0.5256
5849,20240923,IN116D,0.3455
27793,20240923,CN0W1W,0.5998
7675,20240923,ILMN,1.0
8088,20240624,IN01SY,0.8107
33945,20240923,FR14Q1,0.3336
17456,20240624,CN8Z4A,0.6844
919,20240923,CN04AD,0.5273
13963,20240624,IL12RX,0.4741
16676,20240923,665610,1.0
19656,20240624,CNF3EV,0.4363
24241,20240923,FR311B,0.2379
13907,20240923,CN1TYR,0.6612
9334,20240923,ZA00CL,0.8463
9671,20240923,JP107G,0.7772
12926,20240624,US9KDS,0.9475
5066,20240624,NME,1.0
1780,20240923,MX00J2,0.287
9509,20240624,CN2O1Q,0.7105
19246,20240624,JP46UC,0.8133
13330,20240923,JP16M1,0.7368
1736,20240624,CN0XKG,0.6699
33773,20240923,NO32L1,0.7904
2280,20240624,SE607J,1.0
29494,20240923,CNF57Q,0.2958
22921,20240923,SA23AH,1.0
5349,20240624,TH10IT,0.5151
10801,20240624,CN2TQK,0.5239
11332,20240624,CN2LK6,0.0993
14851,20240624,FR37GW,0.324
4135,20240624,AAP,1.0
1447,20240624,007937,1.0
9107,20240624,016420,1.0
17824,20240624,CNEFVN,0.9349
12114,20240624,US5180,1.0
3149,20240923,476837,1.0
4740,20240624,KRC,0.9404
17074,20240923,CN03RT,0.6225
16467,20240923,CN8SGF,0.4555
7815,20240624,CN0R7X,0.8306
2664,20240923,KR199U,0.946
18967,20240624,JP47CV,0.7589
27130,20240923,CN4BHV,0.7275
26821,20240923,TR40AY,0.2142
19995,20240923,CN2H6O,0.7619
4587,20240624,US205T,1.0
5480,20240923,IDXX,1.0
9988,20240923,KR088R,0.7992
8338,20240624,TR016R,0.3644
18124,20240624,CNE50I,0.4555
24269,20240923,CN2QUL,0.3603
1242,20240624,AVZ,1.0
22045,20240923,NO332J,0.6249
7724,20240624,JP10NW,0.9274
15116,20240624,CN72MU,0.7649
1132,20240923,CN1HXE,0.6958
5714,20240624,KR812M,0.581
21130,20240923,KR216K,0.7686
29285,20240923,CN77O1,0.6199
3205,20240624,640870,0.736
9954,20240624,JP1CTE,0.811
32126,20240923,CN94O0,0.4997
9486,20240624,CN1YMK,0.779
15714,20240624,JP1TQS,0.4305
24572,20240923,CN2RJB,0.8148
27030,20240923,CNEPQS,0.4863
27198,20240923,CNE8DY,0.1527
5062,20240624,TH201D,0.3476
20537,20240923,CN2D4I,0.6112
13732,20240923,IGL,1.0
4013,20240624,ABM,1.0
7332,20240624,KR03M0,0.5763
73,20240624,CLI,1.0
16795,20240624,JP43BQ,0.6569
880,20240923,KR01O0,0.6798
17601,20240624,EG1162,0.4467
18014,20240923,AU1117,1.0
5240,20240923,MY24A0,0.4296
12413,20240923,648164,0.7759
32785,20240923,IN40PY,0.2716
2440,20240624,672955,0.7082
15131,20240923,CN1OMA,0.654
434,20240624,US51XP,1.0
16523,20240923,654379,1.0
5792,20240624,US090V,0.4179
19698,20240624,CN7DZI,0.4719
3442,20240923,US10E1,0.9347
31410,20240923,US920X,1.0
15306,20240624,US9MK1,0.9326
15746,20240923,CN0LRB,0.5742
9292,20240624,US9A9E,1.0
1570,20240923,408252,0.7863
4642,20240923,KR60ZG,0.6054
25459,20240923,CNECAZ,0.881
26773,20240923,CNEGUN,0.4021
27578,20240923,SE13T3,0.8878
13125,20240923,588148,0.5898
473,20240624,CN0ML6,0.77
20653,20240923,CN7QB7,0.6495
1282,20240624,TR503S,0.3913
12859,20240624,CN91HQ,0.0999
18053,20240923,JP1LOI,0.767
26511,20240923,CN8HRF,0.7617
1604,20240624,MY00I2,0.2867
11423,20240624,CN643C,0.6768
836,20240624,689664,0.9304
3762,20240624,KR104G,0.4265
11383,20240624,SA215A,0.8906
18225,20240923,CN7T21,0.6242
25092,20240923,CN2OLA,0.3573
34210,20240923,CNF69T,0.4123
17938,20240923,US11PD,1.0
25249,20240923,CN2Q2T,0.7023
6265,20240624,726261,0.3979
13500,20240624,JP10V4,0.915
7377,20240624,ID12XV,0.5768
4073,20240923,AU603D,1.0
5906,20240624,647211,0.7131
3,20240624,KR302G,0.4143
14066,20240923,CN0HR7,0.6837
2076,20240624,648742,1.0
27294,20240923,CN7AEU,0.5787
5760,20240624,CN0L9T,0.6009
7609,20240624,CN1134,0.7121
9446,20240624,MY10AV,0.4321
7762,20240923,TN602O,0.177
4815,20240624,ID00UP,0.4052
20203,20240923,FI9039,0.9489
21839,20240923,SA25W5,0.7788
22083,20240923,PK309L,0.0565
28479,20240923,CN8V68,0.554
9228,20240624,MY23SH,0.3916
16985,20240923,IN05MW,0.8491
3348,20240923,EG004Y,0.6968
4961,20240624,JP1HJ9,0.6226
34380,20240923,CN90MU,0.6155
26038,20240923,CNEA8V,0.5031
3379,20240624,CN0WVQ,0.6159
8157,20240624,CN0IR8,0.7682
17994,20240624,CNE6TC,0.621
14272,20240624,KR22N2,0.8064
19803,20240923,GB3TF2,0.863
21878,20240923,CN2RYQ,0.6812
9285,20240624,CN2Q4V,0.5527
11491,20240624,CN2LBX,0.6691
14892,20240624,IT602J,0.3574
9715,20240624,647058,0.8755
4703,20240923,ZA21HT,0.8094
11350,20240923,EE601Z,0.8069
32218,20240923,CNF73O,0.5575
15196,20240624,CN3CCQ,0.5966
11626,20240624,IN20NU,0.5073
16636,20240624,CN8ZRX,0.6211
12079,20240923,SE60DP,0.3714
12585,20240923,IT32DT,0.579
15286,20240624,NO90EY,0.7096
1110,20240624,KR067O,0.6339
14837,20240923,CN65FP,0.6315
6874,20240624,US3SL2,1.0
7937,20240624,US13H7,0.6747
10596,20240624,CN1AY8,0.2857
3095,20240624,PH04AK,0.6285
17927,20240923,617429,1.0
4310,20240923,RNT,1.0
28079,20240923,CN2V2Y,0.7682
15956,20240624,CN946I,0.5107
3800,20240624,663854,0.8771
2128,20240624,698544,0.7426
4536,20240624,CN0SOF,0.5462
12742,20240923,PK803K,0.2927
13111,20240624,CN60KP,0.7116
16915,20240923,AMAT,1.0
8195,20240624,CA70A3,1.0
21254,20240923,CN7NXQ,0.6123
17078,20240624,CNE9L7,0.6199
23771,20240923,CN95U7,0.8091
3831,20240624,664104,0.8458
18129,20240923,NZ10AX,0.4337
2086,20240624,664114,0.9179
7354,20240624,IL018C,0.4159
10162,20240923,IN00W1,0.5072
11297,20240923,CN66NY,0.5516
27226,20240923,CN8JMC,0.6536
8499,20240923,KR148O,0.4666
15501,20240923,IN08HU,0.2848
28704,20240923,CN9465,0.8497
8997,20240923,FR509K,0.3107
32816,20240923,FR32NY,0.8162
15085,20240923,CN84R2,0.6562
20172,20240923,CH102W,0.5965
23106,20240923,CN2I9S,0.7452
11628,20240624,CA20G4,1.0
5632,20240923,NO606N,0.2132
14325,20240923,CN1WLH,0.4233
19725,20240624,BE8074,0.8691
8240,20240624,IN80DQ,0.2114
1554,20240624,629749,1.0
7758,20240624,MY012N,0.7023
19263,20240624,CNED8Y,0.6334
8715,20240624,CH2050,0.8316
22920,20240923,SA22EK,1.0
8025,20240624,GB50OK,1.0
18223,20240624,CN84R2,0.6562
9114,20240624,465853,0.86
9530,20240624,HK20Z2,0.3626
18723,20240624,NG404B,0.0769
18307,20240624,CNF1FU,0.5829
486,20240624,AU606G,1.0
25484,20240923,CN4C4J,0.6273
886,20240624,MY21PC,0.3539
24437,20240923,CNEYQ1,0.7569
18210,20240624,FI1187,0.7437
10837,20240624,AU32AJ,0.9275
16311,20240624,CN7GWI,0.2887
14694,20240624,CN36JR,0.3747
10027,20240624,CN38Y8,0.2574
18117,20240624,CN868L,0.7291
12918,20240923,AU12RY,0.9216
30643,20240923,CNEXJT,0.5832
19219,20240624,US9LAQ,1.0
14689,20240923,CN1HK1,0.4863
2165,20240923,430007,0.1876
27104,20240923,CN8Y05,0.5751
29107,20240923,CN7400,0.7954
7574,20240923,CN0DGS,0.8213
16682,20240624,CN813B,0.1556
12505,20240624,CN79AP,0.6989
32344,20240923,JP424I,0.4848
14665,20240624,JP18ZG,0.7621
23545,20240923,TH903M,0.7593
24133,20240923,CN29Q0,0.2275
13826,20240624,CN7NXQ,0.6123
19488,20240624,CNECF4,0.3277
6497,20240923,KR14CS,0.2562
20122,20240923,US3R8O,0.7108
32515,20240923,KR21R5,0.7888
24598,20240923,CN386G,0.626
2491,20240624,ID6012,0.3641
12260,20240624,SG40BN,0.3905
6290,20240923,TW036Y,1.0
909,20240624,ZA00JS,0.4489
7296,20240923,CN0H7N,0.7001
8284,20240624,JP02KU,0.6467
8877,20240923,US3HAG,1.0
8384,20240624,IN07JV,0.7025
10,20240923,NCR,1.0
9839,20240624,CN386G,0.626
18238,20240624,CN79R5,0.3461
16163,20240923,CN1FET,0.6008
12904,20240923,CN84HS,0.7619
20311,20240923,CN2G8P,0.725
1975,20240923,OMC,1.0
13941,20240624,US9AHM,0.9478
5355,20240624,KR03KY,0.8477
26255,20240923,CN7L6X,0.702
9585,20240624,US08IC,1.0
18691,20240624,DE90EE,0.498
12762,20240624,NO30CQ,0.3722
14033,20240624,AU20JP,1.0
6694,20240923,ATO,1.0
33237,20240923,CN7FCX,0.7001
13245,20240624,CN70LR,0.5514
30666,20240923,CNF2YE,0.6303
11153,20240624,US11WK,0.7859
19619,20240624,TR00H1,0.6556
13760,20240923,CN80JQ,0.437
13185,20240624,CN3CIW,0.726
17085,20240624,CN86T6,0.768
6383,20240624,UC018,0.5504
6033,20240923,CN0OH4,1.0
27319,20240923,CN4BS6,0.5777
6988,20240624,MRO,1.0
1853,20240624,KR02O1,0.3829
2595,20240923,441930,0.4999
24834,20240923,CNEAZM,0.6915
16953,20240624,MY90IB,0.5719
1085,20240624,434777,0.8263
18670,20240624,DK0030,0.175
11226,20240624,CN2FYE,0.7827
1192,20240923,US02H5,0.9474
14018,20240923,CN1XTQ,0.194
19835,20240624,AU41LU,0.3641
9846,20240923,KR10LX,0.7181
11859,20240923,CN0LSC,0.6666
17755,20240624,CNE8WH,0.5577
5708,20240923,US418Z,1.0
10356,20240923,CN31DG,0.5011
29689,20240923,CN0IWD,0.7532
25314,20240923,TH30LY,0.5998
22783,20240923,CN2IBU,0.5779
28289,20240923,US9847,0.9497
14519,20240923,CN1UMG,0.476
3468,20240624,MAT,1.0
2570,20240923,CN1FM1,0.4951
9422,20240624,NG2106,0.1015
16878,20240923,ID0151,0.4457
3685,20240624,KR01MY,0.781
18347,20240923,CN8AYF,0.7774
13584,20240923,CN607C,0.714
16943,20240923,PK008H,0.3512
28230,20240923,CN3136,0.7876
3688,20240624,B1YWXY,0.4984
5227,20240624,US0CGE,1.0
16047,20240624,EG9047,0.7608
18773,20240624,CN71IP,0.5905
9263,20240624,CN2W52,0.6057
1018,20240923,482476,0.8087
3869,20240624,616197,1.0
6529,20240923,CN26PW,0.6498
17086,20240923,CN83BL,0.5553
5887,20240624,088869,1.0
16507,20240624,GB3UBZ,0.31
12940,20240624,NO14O4,0.2588
14949,20240923,GB14QM,0.5616
20424,20240624,CN1L3O,0.7109
11237,20240624,PL209L,0.4923
33531,20240923,CN0XWS,0.3794
187,20240624,KR163L,0.6865
3303,20240923,IS402G,1.0
8722,20240923,CN0MZK,0.7821
32296,20240923,ZA901J,0.4297
2641,20240923,CN0616,0.4422
18122,20240624,KR329P,0.6051
19061,20240624,CNEBH5,0.5514
8552,20240923,ID4043,0.1521
6263,20240923,CN52AG,0.6096
23433,20240923,FR14LW,1.0
30429,20240923,US41RI,1.0
22888,20240923,IL218E,0.4569
11785,20240923,TH20T5,0.3693
19202,20240624,PK004D,0.5278
18154,20240923,CN936H,0.4838
20794,20240923,GB3598,0.9464
7962,20240923,MY20TF,0.6308
16567,20240624,IT40CR,0.1694
29481,20240923,JP46EW,0.523
22009,20240923,CN1VGB,0.6501
2527,20240624,MY20SE,0.1005
1848,20240624,APH,1.0
2356,20240624,664068,0.917
24050,20240923,CN2K9U,0.631
14009,20240923,GB001S,0.7494
32687,20240923,CN7J7W,0.8816
3609,20240624,507794,0.2575
16989,20240624,CNEDPF,0.1285
17828,20240923,KR223I,0.6362
4723,20240624,NZ302R,1.0
20246,20240624,CNE8SD,0.1515
10266,20240624,CN506A,0.9188
19559,20240624,CN864H,0.5361
11140,20240923,TW15LG,0.8846
25563,20240923,SA305A,0.6135
4173,20240624,IN50Q0,0.4262
16840,20240624,TH30KX,0.4983
27444,20240923,JP1UPS,0.4402
12451,20240624,US9IO1,1.0
30342,20240923,AU25X8,0.9483
7791,20240624,NZ701U,1.0
29883,20240923,JP43T8,0.5769
8792,20240624,619655,0.9308
1971,20240624,659777,0.8799
7829,20240624,KR1KJF,0.3332
3288,20240624,630946,1.0
15791,20240624,CN83U4,0.7264
4646,20240923,KR60O5,0.4366
33761,20240923,HK20MP,0.6686
6767,20240624,ADS,1.0
15032,20240923,IL0148,0.4906
15308,20240624,PL90I1,0.7711
9528,20240624,KR22ET,0.7552
8075,20240624,TW10F5,0.7765
