"",validDate,stoxxId,freeFloat
33300,20240923,CN7SMK,0.7609
9971,20240624,SG10V4,0.297
10757,20240624,CN1SF7,1.0
10834,20240624,CN7S1Z,0.7118
1503,20240624,HE,1.0
16987,20240923,VN00GY,0.9484
7584,20240923,KR206J,0.8251
21674,20240923,AU19YC,0.8222
3353,20240624,TW19ON,0.7827
6783,20240624,TH50KZ,0.4143
15792,20240624,CN7JZO,0.7971
27115,20240923,ID30MK,0.1173
30649,20240923,AU425F,0.9483
721,20240624,635756,1.0
1710,20240624,CN0ZXV,0.5965
8603,20240624,US14JA,0.9401
17367,20240624,US9MR8,1.0
12929,20240923,KR20XA,0.6005
18510,20240624,JP42JX,0.8243
15604,20240624,CNEL97,0.2494
9869,20240624,AR704C,0.646
17004,20240624,US81HC,1.0
125,20240923,UR014,0.4149
10603,20240624,CN14Y2,1.0
1005,20240923,FIC,1.0
8793,20240923,B0MFTM,1.0
19407,20240923,CN91AJ,0.8283
26298,20240923,SE303C,0.6731
16418,20240624,GB36TT,0.74
3680,20240624,401190,1.0
19845,20240624,CA405V,0.7223
18942,20240624,MX11WH,1.0
20508,20240624,US9285,0.9009
4356,20240624,US51YQ,1.0
12491,20240624,AU25GR,0.8502
379,20240624,CN0JUC,0.8892
616,20240624,BE106W,0.5775
18290,20240624,FR40CM,0.5717
2672,20240923,JP30FQ,0.5864
3085,20240923,TW02PG,0.7457
29836,20240923,IN31LU,0.5593
1394,20240923,CN10CC,0.3669
16447,20240624,CN7TYX,0.2047
7892,20240923,619580,1.0
19851,20240923,FR34W9,0.5747
9594,20240624,US9CV2,1.0
4416,20240624,MX00M5,0.7062
12814,20240923,CN10UU,0.4706
13848,20240923,US07JC,0.842
16360,20240923,ID20JG,0.2787
6311,20240624,CH7011,1.0
27678,20240923,CN956J,0.2791
26838,20240923,PL11JV,0.7027
19778,20240624,GB12B5,0.72
28836,20240923,AU422C,0.9205
32689,20240923,CN7Y26,0.6972
139,20240923,649955,0.4651
28716,20240923,CNEC7W,0.3928
7549,20240624,PL403H,0.5
10233,20240624,US11C0,1.0
25573,20240923,CNE4VC,0.5602
19666,20240923,GB11TM,1.0
10360,20240624,JP21FQ,0.3161
10913,20240923,KR70XF,0.4246
15423,20240624,CN173A,0.8116
9035,20240624,SG150E,0.4294
12061,20240624,CN75R2,0.278
7009,20240923,IN612E,0.9076
11947,20240624,CN337C,0.5659
30651,20240923,JP41HU,1.0
947,20240923,444913,0.5699
33675,20240923,CN17MT,0.7486
13659,20240923,JP18P6,0.759
16534,20240923,MY70G7,0.2848
10358,20240923,GB40SN,1.0
25676,20240923,CN2XKI,0.5283
33617,20240923,SE90P4,0.7995
9493,20240624,CO0022,0.1151
30018,20240923,DE9099,0.7316
1765,20240624,KR508O,0.9117
13716,20240624,MX801S,0.1262
22650,20240923,CN354B,0.495
26169,20240923,JP305G,0.5167
28546,20240923,VN902T,0.2006
10666,20240923,B09M9F,0.4494
18354,20240624,AU340B,0.7177
17779,20240624,US3V2M,1.0
10170,20240923,B0N6YC,0.1046
30525,20240923,US93IG,1.0
12960,20240923,MY503S,0.2723
11275,20240923,US9E7G,0.6236
10333,20240923,CN23Z3,0.5506
8217,20240624,IT502I,0.5807
23604,20240923,CN7MB3,0.5533
6902,20240624,635782,0.8408
2002,20240624,601004,0.9464
11604,20240624,CN2O5U,0.3298
2987,20240624,664356,0.9249
4579,20240923,B02ZKQ,0.3599
10204,20240923,PK704K,0.2578
17907,20240923,TH123G,0.5891
13435,20240923,CN519E,0.5978
19945,20240923,CN2HGY,0.8113
28770,20240923,CNFAI6,0.4974
11997,20240923,CN81QY,0.3171
351,20240923,AR01KM,0.1688
25891,20240923,CN7RYV,0.5508
15990,20240923,CHRW,1.0
30017,20240923,CN90IQ,0.3149
10893,20240624,KR30IW,0.7218
1074,20240624,AJG,1.0
10219,20240624,TR309W,0.5674
3933,20240624,VN22G2,0.6019
12234,20240923,KR02ER,0.8305
33265,20240923,GB41C8,0.722
11832,20240624,KR21KY,0.2929
8102,20240923,CN2023,0.5928
15593,20240923,CN7Q3Z,0.6251
17838,20240624,IN411B,0.611
24083,20240923,CN2Z11,0.2743
28113,20240923,CN7G5R,0.7445
12741,20240624,CN7BR8,0.3421
3043,20240624,619277,0.6616
10249,20240624,US066Y,1.0
5763,20240923,MX403Q,1.0
19132,20240923,US51RJ,0.9016
10641,20240923,KR505L,0.6579
5426,20240624,NZ703W,0.8805
189,20240624,CN0XMI,0.278
30592,20240923,CNECLA,0.5205
11436,20240923,CN81GO,0.4905
27961,20240923,AU428I,0.2815
22377,20240923,CN1KL5,0.29
5264,20240624,CN17RY,0.4914
21108,20240923,GB008Z,0.8536
17665,20240624,CN79JY,0.3744
31873,20240923,CN8QUR,0.4385
8288,20240624,CN22OR,0.5957
18977,20240624,CH90BD,0.3094
15899,20240923,IN19FU,0.6306
9667,20240923,TH00JT,0.5495
33280,20240923,JP1YMT,0.9484
6253,20240624,JP186N,0.7661
9052,20240624,MY10F0,0.7316
9673,20240624,KR30P3,0.405
18406,20240624,JP487R,0.932
7129,20240624,CN276E,0.8997
18383,20240624,CNF6N7,0.4187
13798,20240624,KR051H,0.5828
21789,20240923,GB310V,0.695
7449,20240624,IN10U0,0.6925
16165,20240624,CN7YJN,0.4707
7843,20240923,IL602B,0.9152
9149,20240923,TW04ZS,0.6589
11021,20240923,CN51FK,0.742
3698,20240624,IL20Y3,0.5179
13478,20240624,HK12PT,0.3942
972,20240923,TW04C5,0.6418
34365,20240923,US3MKV,0.8859
24984,20240923,CNEH2W,0.5441
15040,20240624,DE13YT,1.0
5884,20240624,PL00HR,0.3134
13352,20240624,CN2W0X,0.5197
13785,20240624,AU31OW,0.9239
19923,20240624,GB1EOU,1.0
7017,20240923,CN30TV,0.4809
2034,20240624,KR144K,0.6626
14345,20240624,GB3YWO,0.86
18880,20240624,CNELJH,0.3837
4319,20240923,CN1DJW,0.6501
29591,20240923,KR1JC7,0.5788
3272,20240923,TW14VP,0.5384
11770,20240624,CN38X7,0.6092
18078,20240624,JP41CP,0.5763
18313,20240624,JP47UD,0.8662
15109,20240923,US08E8,1.0
23481,20240923,FR109G,0.9068
16704,20240624,JP1WSX,0.8957
28743,20240923,CN2AJU,0.5923
18654,20240624,CN7UII,0.7163
15340,20240923,CN63T1,0.7077
24010,20240923,CN3C2G,0.8454
1934,20240923,TW00WL,0.7366
24104,20240923,CN2WQN,0.312
30266,20240923,CN1RTK,1.0
14866,20240624,628978,0.5565
32545,20240923,TR30K7,0.4822
17139,20240624,CNEUSZ,0.4861
5086,20240624,VN801R,0.4983
17805,20240923,CN1LVG,0.3678
3453,20240624,635060,0.1279
15957,20240624,CN952F,0.701
34159,20240923,BE118Z,0.5273
8878,20240624,KR70UC,0.7565
1803,20240624,KR188S,1.0
10422,20240624,CN7LKB,0.7748
21491,20240923,SE30MV,0.5946
33038,20240923,SG128J,0.2565
9050,20240624,US07RK,0.6351
9912,20240923,CN0C7I,0.2495
30751,20240923,FI4034,0.7227
11993,20240923,KR098S,0.6925
6380,20240624,VN21G1,0.3338
20353,20240923,CN2X0Y,0.4126
9214,20240624,539207,0.6256
19932,20240624,KR81QA,0.6746
13376,20240624,CN6XZ1,0.7955
11512,20240624,TR20M8,0.6661
6820,20240624,FR509K,0.3107
23587,20240923,CN2J3N,0.6193
9802,20240624,FR36YD,0.8099
9182,20240624,CN547F,0.7011
23898,20240923,NO11FS,0.5998
13116,20240923,AU60KU,1.0
2037,20240923,CN0QK9,0.7888
6448,20240624,IN80T6,0.5292
16958,20240624,JP1WHM,0.7638
823,20240624,B18XCB,0.3483
29374,20240923,CN1Y86,0.7954
33343,20240923,CNF6QA,0.7141
5520,20240624,CN2KL6,0.473
17460,20240624,CN94V7,0.6678
9499,20240624,CN38HR,0.6352
8503,20240923,IN60MX,0.4983
2087,20240923,680550,0.8803
1855,20240923,IN05GQ,0.8366
12196,20240624,635511,0.7412
14416,20240624,CN2H2K,0.7518
2301,20240923,B126KF,0.4195
18039,20240624,IL1228,0.5317
33749,20240923,FR158K,0.1806
32407,20240923,CN4B8M,0.7914
7956,20240624,TH103E,0.4842
15709,20240624,CN80SZ,0.689
15125,20240624,CN8V9B,0.3235
12615,20240923,CN62QX,0.6004
382,20240923,001978,0.745
1147,20240923,CN0XIE,0.313
9374,20240624,PK70BR,1.0
18176,20240624,US3MS3,0.9462
12538,20240923,GB90GG,0.844
20778,20240923,CN1JDW,0.3686
30275,20240923,JP219K,0.8613
9589,20240624,JP1DN9,0.9093
4233,20240624,096050,0.9362
16969,20240624,HR303E,0.2314
17829,20240624,AU42PZ,0.696
23232,20240923,CN7NKD,0.6313
6948,20240624,CN0CCN,0.4705
927,20240624,KR02ER,0.8906
719,20240624,CN01KK,0.5769
14310,20240624,KR22L0,0.433
15005,20240923,US9F0A,0.8913
23559,20240923,CN32RV,0.9328
32010,20240923,CNF8CY,0.6575
24556,20240923,CN2I7Q,0.3862
12446,20240624,CN0IIZ,0.8052
27756,20240923,664092,1.0
14222,20240624,KR229O,0.9495
13491,20240923,CN865I,0.5547
16837,20240624,KR82L6,0.6087
9307,20240624,JP618N,1.0
30356,20240923,FI3044,0.6321
32530,20240923,CN3079,0.7939
20080,20240923,CECO,1.0
20074,20240624,CNE5R9,0.5348
19622,20240923,CN2IEX,0.5255
1261,20240923,511938,0.7182
17833,20240923,AE225X,0.3891
7900,20240923,IS002C,0.3793
14533,20240624,SA24AI,0.8
23298,20240923,CN2W41,0.5018
19644,20240624,JP1XBH,0.4884
7309,20240923,CA60KC,0.7668
12766,20240923,652817,0.6865
2496,20240624,630270,1.0
3036,20240624,413366,0.9441
19692,20240624,US3TWE,1.0
24251,20240923,CN2GM3,0.2411
31697,20240923,CN7I1P,0.8318
10044,20240624,FR407H,0.7538
8209,20240923,JP105E,0.7215
17762,20240624,IN18O2,0.3619
8707,20240624,JP1LLF,0.3707
10328,20240624,ES32JU,0.3069
24596,20240923,CN37AJ,0.4679
15433,20240624,CN74EO,0.6969
19374,20240624,US91GC,0.9037
1159,20240923,MY405T,0.6576
17517,20240624,CN56U4,0.6873
26557,20240923,CN73LU,0.7608
3118,20240624,HSC,1.0
3396,20240624,MCCRK,1.0
15596,20240923,US138Y,1.0
33516,20240923,US92DA,1.0
11977,20240624,US13LB,1.0
17330,20240624,JP1Z7F,0.8653
14055,20240624,CN32PT,0.6973
19053,20240624,CA00PB,0.9015
1109,20240923,017347,1.0
9184,20240923,US97Y0,1.0
1039,20240923,CN01WW,0.6441
19087,20240923,SE33R3,0.6122
16761,20240923,GB10IA,1.0
7311,20240923,IN02KR,0.2005
11619,20240923,TW04OH,0.6051
17246,20240923,CN1Z65,0.5178
4664,20240624,ZA702I,0.5934
5405,20240624,KR03O2,0.5925
20187,20240923,CN2ND1,0.173
7122,20240923,629919,0.6823
7586,20240624,B28DTJ,0.735
12442,20240923,US9G9K,0.9041
6968,20240624,UNPH,1.0
2232,20240923,MY20SE,0.0991
1437,20240624,FORM,1.0
2854,20240624,CN0VXR,0.6742
5079,20240624,B0B815,0.6468
10068,20240624,KW227R,0.7597
2417,20240624,412267,0.8138
12226,20240624,HK317C,0.3673
14121,20240624,CN7AJZ,0.4143
7221,20240624,IL308E,0.628
14554,20240624,AU323C,0.9146
2140,20240624,451361,0.774
3213,20240624,PH037,0.7229
15606,20240624,NO90K4,0.8846
14786,20240624,BRC,1.0
15003,20240923,US9E4D,1.0
16564,20240624,US41KB,0.7641
33345,20240923,NO40FU,0.6834
8676,20240923,435003,0.7212
555,20240923,CN1DCP,0.3656
14909,20240624,IN70LX,0.3703
17692,20240624,IT140G,0.5791
18431,20240624,AU425F,0.9483
7974,20240624,IN710D,0.2957
8455,20240624,FR37HX,0.4451
14800,20240624,IN01V1,0.25
17,20240923,IL20IN,0.481
1125,20240624,TW1561,0.9078
10055,20240923,CN1IXF,0.8391
19800,20240923,CN7JJ8,0.7886
1255,20240624,AU10GL,0.9041
4296,20240624,SG00DL,0.5872
14876,20240923,WTFC,1.0
4071,20240624,FI10B9,0.9417
11095,20240624,CN7FJ4,0.5038
3765,20240624,JP60JX,1.0
13496,20240624,CN0JHZ,0.5992
15705,20240624,CN8UGH,0.5514
10340,20240923,TH20CO,0.6948
20517,20240923,CN2IGZ,0.4701
16803,20240624,JP485P,0.5078
16739,20240923,546078,1.0
30442,20240923,CNF8G2,0.4186
17202,20240923,IN81FT,0.7701
6611,20240923,IN07JV,0.5196
31753,20240923,AU40NV,0.5144
32146,20240923,AU439K,0.6464
3454,20240624,AU50HQ,0.9378
11027,20240923,CN1J6P,0.5605
28777,20240923,US922Z,1.0
17687,20240624,CN7JTI,0.453
11197,20240923,US9IAN,1.0
10384,20240923,US99LP,0.9266
17214,20240624,CN7BVC,0.5982
18153,20240624,SE90CR,1.0
7447,20240923,CL0063,0.5215
3120,20240624,PK21CO,0.4899
8259,20240624,CN0TPH,0.3586
11055,20240624,CN8M92,0.5721
18886,20240624,AU41OX,0.5756
19016,20240624,JP1TCE,1.0
18112,20240923,CN1W1X,0.7681
17936,20240624,AU41T2,0.7229
19110,20240923,KR1BAX,0.8589
31164,20240923,CNF1ET,0.483
16650,20240624,CN7ONH,0.7318
31443,20240923,CNF4GY,0.325
5718,20240624,US97FH,0.8951
27983,20240923,CNF4XF,0.7426
7699,20240624,677690,1.0
13700,20240923,TW02XO,0.7975
4697,20240624,KMB,1.0
147,20240923,B1WV44,0.8484
7888,20240624,661986,1.0
17322,20240624,CN81LT,0.572
19709,20240923,CN1WC8,0.4053
4032,20240624,TW11MD,0.653
14280,20240624,TR308V,0.7252
21727,20240923,CN8C5O,0.3607
8514,20240624,SA20MQ,0.9377
10071,20240624,CN2EKZ,0.5484
4299,20240624,CN18FN,0.7642
28740,20240923,CNF0V9,0.4555
14289,20240923,KR00FQ,0.576
10006,20240923,CN0R1R,0.5144
1078,20240624,US11MA,1.0
17431,20240624,IT803M,0.4898
18526,20240624,US044U,0.9346
11773,20240923,ID4065,0.308
122,20240624,PK20OZ,0.248
22101,20240923,IS103E,0.4378
22616,20240923,CN2PH7,0.3368
13503,20240923,CA90VQ,0.6897
316,20240624,SE606I,0.5545
1952,20240624,D,1.0
1867,20240624,US30XM,1.0
13460,20240624,CN03JL,0.4168
8133,20240624,POT,1.0
13959,20240624,CN26PW,0.6599
18406,20240923,CN0NE0,0.5217
9424,20240923,HDI,1.0
11342,20240624,CN327B,0.6545
1512,20240923,CN0WVQ,0.6159
28519,20240923,CN7MA2,0.8786
9543,20240923,HK30JN,0.2929
15373,20240624,ID80FI,0.7543
13230,20240624,KR62P8,0.7324
12588,20240923,CN547F,0.7011
24926,20240923,CN28W5,0.8136
31182,20240923,ID40BA,0.1377
15773,20240923,TW02JA,0.69
4215,20240923,639680,0.7383
11043,20240923,JP40HT,0.6961
11390,20240624,US16NG,1.0
15989,20240624,CNELHF,0.4385
14003,20240624,CN545D,0.7378
1343,20240624,FAST,1.0
9058,20240923,NL606K,0.8597
7281,20240923,CN24MR,1.0
607,20240923,CN083A,0.7903
14119,20240923,665966,1.0
12391,20240624,FI30OO,0.6782
17570,20240624,CA40WM,0.6278
18376,20240923,CH8023,0.8807
625,20240923,ZA00T2,0.5908
14200,20240624,US3QWB,0.4727
31862,20240923,CN7BZG,0.5032
17300,20240624,CN571C,0.5352
13633,20240624,HDI,1.0
6011,20240923,MX00TC,1.0
10441,20240923,689380,1.0
9202,20240923,ID609A,0.166
6389,20240624,MY502R,0.4543
1254,20240624,TR505U,0.2
15700,20240624,CN7FWH,0.2259
27844,20240923,CA60C4,0.9056
4958,20240624,JP70M1,0.4874
13120,20240624,US9HT5,0.9003
5600,20240624,CN319C,0.694
2800,20240923,CN04EH,0.4945
9907,20240624,AMD,1.0
24977,20240923,CNECD2,0.45
15353,20240923,US70E7,1.0
5361,20240624,457481,0.593
9879,20240923,JP011A,0.6171
9109,20240624,IN20BI,0.4913
17932,20240624,CNELOM,0.5178
20961,20240923,HUBG,1.0
16267,20240923,643491,0.4668
2896,20240624,IN095J,0.717
12633,20240624,ET015,0.5237
2925,20240624,CL00LI,0.4001
11792,20240624,IT329P,0.4639
24624,20240923,US227X,0.5199
3538,20240624,614650,1.0
2023,20240923,SG303E,0.5395
27506,20240923,CN74R1,0.7621
15780,20240624,ES11DL,0.7491
27539,20240923,CNEMVU,0.7091
8917,20240624,ID609A,0.166
2603,20240624,TW15RM,0.9406
29965,20240923,CN24TY,1.0
7865,20240923,IN80V8,0.2575
11385,20240923,JP01S1,0.7422
7228,20240923,NO409O,0.5691
301,20240624,680600,0.9162
3323,20240624,MHP,1.0
3712,20240624,PRSP,1.0
7908,20240923,497711,1.0
11128,20240624,CN37FO,0.0841
4581,20240923,401190,1.0
18856,20240624,CNF4YG,0.4977
4529,20240923,686774,0.4648
20889,20240923,CH7033,0.7962
28660,20240923,CN796L,0.7501
16367,20240923,SE37HX,0.9136
10547,20240624,CN2IBU,0.6279
12775,20240624,CN63W4,0.7903
14759,20240624,IN18T7,0.7373
16890,20240624,HK414A,0.3676
12964,20240624,CN8MOH,0.6043
6233,20240624,CN7TON,0.6695
4152,20240923,B0L4LM,0.808
7442,20240624,IL509H,0.5247
4165,20240624,408530,1.0
14877,20240624,HK40CH,0.4045
12559,20240923,MY10G1,1.0
1835,20240624,CA12QF,1.0
6891,20240923,KR032G,0.852
15842,20240923,GB70MK,0.8991
17909,20240624,CN28C3,0.534
22513,20240923,CN2BS4,0.2254
9966,20240624,CN3ACO,0.3701
1959,20240624,DECK,1.0
16084,20240624,SG10KT,0.3597
26778,20240923,CNELNL,0.4201
28409,20240923,US04RH,0.8498
32446,20240923,KR320G,0.8352
5713,20240923,US96RS,1.0
7973,20240624,MY70D4,0.3036
12009,20240624,CN60Y3,0.5362
5915,20240624,CN0UUN,0.6277
30907,20240923,JP42O2,0.7969
6424,20240923,TW3080,0.8937
23423,20240923,MY30OB,0.7816
2589,20240923,TEX,1.0
2583,20240923,AFC,1.0
14345,20240923,IN824J,0.6917
4782,20240624,KR649U,0.6622
982,20240923,CN0SD4,0.7423
5771,20240923,CH6032,0.8049
19013,20240923,SA20AE,0.89
13314,20240624,KR322I,0.7855
18544,20240624,US90OJ,0.7163
23939,20240923,CN2QC3,0.3714
13119,20240624,US183Y,0.7763
15483,20240923,CN1IHZ,0.6525
22388,20240923,IL12PV,0.4391
20512,20240624,CNEJ3Z,0.7059
18433,20240624,JP42DR,0.5947
1565,20240923,SNH,1.0
28798,20240923,CN8R1Z,0.566
22964,20240923,SA23HO,0.3282
10987,20240923,B01RQM,1.0
5920,20240923,007937,1.0
9556,20240624,GB3PFY,0.22
1731,20240923,MAI,1.0
5116,20240923,IN05AK,0.4059
5667,20240624,CN23Z3,0.5506
4956,20240923,EW045,0.4421
17622,20240923,US3JMU,0.6142
13921,20240923,US06RJ,0.8847
7685,20240624,B020QY,0.946
15243,20240923,JP16P4,0.5251
3037,20240624,MCHP,1.0
14982,20240624,SE37FV,0.4742
18358,20240624,CN81RZ,0.72
10088,20240624,TR10K5,0.2833
12159,20240624,CN6XMO,0.2775
19922,20240624,CN28R0,0.5719
8598,20240624,CA8071,1.0
3994,20240923,JP019I,0.664
12341,20240923,401207,0.28
18178,20240923,PL121E,0.4633
19394,20240923,GMT,1.0
13290,20240624,GB1ERX,0.7337
8121,20240624,US9CLS,1.0
9757,20240624,CN624B,0.6142
15482,20240624,CN8S43,0.1606
20748,20240923,614742,0.4811
22962,20240923,SA21PU,1.0
3339,20240923,TSCO,1.0
25559,20240923,CN93R2,0.2195
531,20240624,US111P,1.0
16718,20240624,CNE55N,0.567
10873,20240923,698644,1.0
28464,20240923,CN7HQD,0.8385
15361,20240624,IN81WA,0.4804
9205,20240624,MY405T,0.7135
15111,20240624,SE30Z8,0.4669
9759,20240624,CN1WEA,0.5467
10915,20240923,CN63AI,0.6195
30840,20240923,CNEWIR,0.2681
19980,20240624,IT40HW,0.1715
25300,20240923,HK3BET,0.2394
7013,20240624,CN1D4H,0.835
18020,20240923,US9M8P,1.0
1381,20240624,DRQ,1.0
14441,20240923,PL106H,0.7025
10943,20240624,CN6Z7B,0.6766
10054,20240923,CN14VZ,0.7899
1528,20240923,IS001B,0.7531
23381,20240923,CN7RLI,0.7441
8226,20240624,IN0BJZ,0.423
8219,20240624,642053,0.2718
19278,20240624,CNF2R7,0.6555
6014,20240624,IL706G,0.2048
19401,20240624,CN1KN7,0.2026
11844,20240624,JP1FE2,0.6602
7307,20240923,KR63RB,0.311
30303,20240923,CN95ER,0.3164
10957,20240624,CN2FIY,0.4585
16175,20240624,JP46AS,0.8357
20181,20240624,JP3E7W,0.4172
4405,20240624,676394,0.7335
3168,20240923,CO00HH,0.2134
3598,20240624,468232,0.7833
28102,20240923,AU31QY,0.2488
10685,20240923,TER,1.0
14520,20240624,IN70EQ,0.2535
2838,20240624,KR16WE,0.8851
18533,20240624,CN8G6T,0.5995
18307,20240923,GB1E4A,0.5874
18374,20240624,JP42U8,0.6985
24586,20240923,CN2ZVV,0.479
10788,20240923,685870,1.0
28648,20240923,CN6ZAE,0.7355
6945,20240624,US9DPX,1.0
6460,20240624,CN1I0I,0.765
1219,20240624,EG2062,0.2624
29646,20240923,US9C29,1.0
6290,20240624,CA11K8,0.8936
20005,20240624,KR82I3,0.3912
17116,20240624,CNEWU3,0.3368
10545,20240923,IN03EM,0.3938
172,20240923,573829,0.5105
17122,20240624,AU40Z7,0.9427
12704,20240923,US07A3,1.0
23636,20240923,GB11NG,0.9332
2674,20240923,TH21XA,1.0
20310,20240923,CN2FCS,0.8535
4564,20240624,IN50LV,0.4591
16416,20240923,CN8YPU,0.6843
11311,20240624,CN2TUO,0.3944
19937,20240624,CNF1DS,0.574
5982,20240624,CN08LS,0.6176
14555,20240923,CN1PG5,0.499
198,20240624,EG211Y,0.2071
18019,20240624,CN7BQ7,0.442
5994,20240624,645649,0.8921
5799,20240624,ENS,1.0
20230,20240923,FR363I,0.518
8567,20240923,CN0K9S,0.4999
21422,20240923,CN91CL,0.414
31121,20240923,CN2VNJ,0.4043
6,20240923,ID20OL,0.1947
24900,20240923,CN8NF9,0.4343
32997,20240923,CNFETL,0.6278
9743,20240624,CN2F6M,0.7919
3167,20240624,TW60KF,0.6686
5368,20240624,HK00LM,0.9474
10853,20240923,PK30AM,0.3459
17436,20240624,US3VL5,0.3829
3440,20240624,TW0593,0.7132
30731,20240923,ID8014,0.0763
13782,20240624,US16XQ,0.4051
9688,20240624,GB20F8,0.7544
17378,20240624,US421T,1.0
7392,20240624,KW21RA,0.7804
6711,20240923,668080,1.0
4133,20240923,AU00Y2,0.7895
25722,20240923,KR22ET,0.7016
22991,20240923,PK30LX,0.3323
402,20240923,EW058,0.5374
21626,20240923,CA802W,0.9428
5315,20240624,US9FOY,0.9384
18686,20240624,CN1LWH,0.7608
5525,20240624,CN2SXQ,0.5402
1796,20240923,US012P,1.0
17582,20240624,US70OH,1.0
4151,20240624,689587,0.7147
17643,20240624,US9L5L,1.0
13455,20240624,658385,0.5189
3298,20240923,269954,1.0
10471,20240624,US9G5G,1.0
27011,20240923,CNEAD0,0.5995
1020,20240624,VRSN,0.8713
1116,20240923,JP508L,1.0
20548,20240624,KR1AUG,0.6232
13176,20240624,CN353A,0.1232
20487,20240624,CH809A,0.8005
4401,20240923,605440,1.0
8382,20240624,CN0X3Z,0.7132
32429,20240923,US3LGQ,0.4602
28304,20240923,627094,0.8934
27743,20240923,CNEXFP,0.7931
17673,20240923,GB39IL,0.874
12678,20240624,CN7OGA,0.5091
17428,20240624,IS801J,0.7429
18336,20240624,FR37UA,0.4402
862,20240624,243979,1.0
12872,20240624,JP19VD,0.6431
18879,20240624,CNEGQJ,0.5875
20066,20240624,US9331,1.0
10532,20240624,MY17JB,0.669
6563,20240624,US9GX8,0.7803
28085,20240923,CN365D,0.6094
21741,20240923,CN2GL2,0.5742
15674,20240923,CN147B,0.4422
13945,20240624,CN8IUJ,0.2855
10172,20240624,CN70PV,0.328
11838,20240624,US14H8,1.0
32499,20240923,IT14HX,0.3296
18449,20240923,KR1ARD,0.7484
15495,20240923,608545,1.0
15275,20240624,CN822B,0.8347
6243,20240624,CN2IUD,0.5403
33709,20240923,KR50M2,0.6208
5886,20240923,647054,1.0
5919,20240624,CW,0.9141
7704,20240923,HUNT,0.94
10075,20240923,U0421,0.7778
29402,20240923,IN319I,0.3459
6406,20240624,KY11K4,0.3905
1087,20240923,602420,0.7375
32586,20240923,CNFA7V,0.564
18240,20240624,CNEB1P,0.6311
7760,20240923,CN26BI,0.5239
26833,20240923,JP1Y9G,0.4585
20564,20240624,GB11YR,1.0
13091,20240624,CN63OW,0.6401
18351,20240624,CN91PY,0.4369
17160,20240923,US06TL,0.8616
740,20240624,659676,0.8812
2342,20240624,KR042H,0.6184
4897,20240624,US403T,1.0
3676,20240624,IT509P,0.6012
11222,20240923,US80E8,1.0
11280,20240923,OWC,1.0
21245,20240923,CN0Q1Q,0.8308
5693,20240624,PH047,0.6195
11408,20240624,JP1EPC,0.8088
15552,20240923,AU60HR,1.0
5121,20240624,642930,1.0
14151,20240624,KR816Q,0.6075
21133,20240923,TW207Y,0.737
10734,20240624,CN36S0,0.0999
14817,20240624,US9DQY,1.0
24916,20240923,AU25IT,0.8706
835,20240624,US5393,0.8423
2497,20240624,496960,1.0
14767,20240624,JP30HS,0.6739
2360,20240923,KR00IT,0.8562
14321,20240923,ID0061,0.4304
33951,20240923,JP1U8B,1.0
4822,20240624,PH254,0.3457
11907,20240624,CN70W2,0.7178
9387,20240624,CN1X2Z,0.7186
8718,20240624,JP17UA,0.8435
10658,20240923,KR01EQ,0.6811
7955,20240624,674058,0.7664
425,20240923,IN04QZ,0.415
19205,20240923,TH90BU,0.3548
22479,20240923,AU19U8,1.0
20264,20240923,KR081K,0.6629
4396,20240923,CI,1.0
3560,20240624,ECL,1.0
12221,20240923,CN30Z1,0.7176
24439,20240923,GB90AA,0.6407
13010,20240624,CN93X8,0.3164
11475,20240923,US083X,0.6737
31769,20240923,CNF1T8,0.4848
29239,20240923,VN109S,0.875
4,20240624,B064LV,0.5742
20521,20240624,JP456N,0.7193
20243,20240923,CN2C9M,0.7245
3049,20240624,EY,0.7843
13174,20240923,PK009I,0.3178
5656,20240624,CN1XIF,0.4387
52,20240624,BIOA,0.9255
17512,20240624,CNEC9Y,0.4844
23272,20240923,CN8Y7C,0.4247
28869,20240923,JP1Y5C,0.52
22056,20240923,HK20RU,0.6564
33068,20240923,JP1AUD,0.8605
10116,20240624,KW24BX,0.6122
33923,20240923,US41PG,0.4353
33983,20240923,CN2QNE,0.8828
15318,20240624,ES11CK,0.501
8258,20240624,CN0GDS,0.4855
10960,20240624,CN2MYL,0.6302
5432,20240923,TH00GQ,0.3526
19020,20240624,CN81AI,0.5051
6713,20240923,KR10ZB,0.5766
19218,20240923,US16B4,0.6494
186,20240923,695799,1.0
20607,20240923,CN2QZQ,0.3692
29483,20240923,JP47EX,0.374
31195,20240923,CNF6I2,0.1464
415,20240624,663848,0.664
9613,20240923,626260,0.8669
12055,20240923,CN63LT,0.8781
27076,20240923,CN362A,0.6541
9945,20240923,AHC,0.9088
4142,20240923,CN0MAV,0.4265
33199,20240923,OM22IW,0.7269
20986,20240923,EG2040,0.1096
9481,20240923,LXP,0.9218
5436,20240923,B170DQ,0.5847
14143,20240624,JP1VTX,0.4076
11046,20240624,US16YR,1.0
4726,20240624,AIR,1.0
12450,20240624,CN1RVM,0.8092
17389,20240923,US813Y,0.7434
23406,20240923,CN8VFH,0.346
3554,20240923,US316W,1.0
3304,20240624,CN0M0L,0.6012
5928,20240923,621069,0.4665
14066,20240624,SE14EP,0.5311
11163,20240624,659800,0.7944
34325,20240923,CNFF0T,0.3968
