,frm_currency,to_currency,date,exchange_rate,cutoff_date
0,CNY,USD,1998-11-30,0.120799219,1998-11-30
0,CZK,USD,1998-11-30,0.03286177,1998-11-30
0,DKK,USD,1998-11-30,0.1553036186,1998-11-30
0,EGP,USD,1998-11-30,0.292885804,1998-11-30
0,ESP,USD,1998-11-30,0.0069405886,1998-11-30
0,FIM,USD,1998-11-30,0.1942124684,1998-11-30
0,FRF,USD,1998-11-30,0.1761183515,1998-11-30
0,GBP,USD,1998-11-30,1.6490765172,1998-11-30
0,GRD,USD,1998-11-30,0.0035188965,1998-11-30
0,HKD,USD,1998-11-30,0.1291555808,1998-11-30
0,HUF,USD,1998-11-30,0.004559964,1998-11-30
0,ILS,USD,1998-11-30,0.238572389,1998-11-30
0,IDR,USD,1998-11-30,0.00013468,1998-11-30
0,ITL,USD,1998-11-30,0.0005966587,1998-11-30
0,INR,USD,1998-11-30,0.023485211,1998-11-30
0,JPY,USD,1998-11-30,0.0081347108,1998-11-30
0,JOD,USD,1998-11-30,1.4044944609,1998-11-30
0,KWD,USD,1998-11-30,3.293808075600537,1998-11-30
0,KRW,USD,1998-11-30,0.000802568,1998-11-30
0,MAD,USD,1998-11-30,0.106803375,1998-11-30
0,MXN,USD,1998-11-30,0.09990509,1998-11-30
0,MYR,USD,1998-11-30,0.184162117,1998-11-30
0,NLG,USD,1998-11-30,0.52386191,1998-11-30
0,NOK,USD,1998-11-30,0.133386688,1998-11-30
0,NZD,USD,1998-11-30,0.5244,1998-11-30
0,PTE,USD,1998-11-30,0.00575871,1998-11-30
0,PKR,USD,1998-11-30,0.020002002,1998-11-30
0,QAR,USD,1998-11-30,0.2746421866394277,1998-11-30
0,RUB,USD,1998-11-30,0.054200551,1998-11-30
0,SAR,USD,1998-11-30,0.2666240139344109,1998-11-30
0,SEK,USD,1998-11-30,0.1229906404,1998-11-30
0,SGD,USD,1998-11-30,0.6091989034,1998-11-30
0,THB,USD,1998-11-30,0.027700838,1998-11-30
0,TRY,USD,1998-11-30,3.294892916,1998-11-30
0,TWD,USD,1998-11-30,0.030834695,1998-11-30
0,USD,USD,1998-11-30,1.0,1998-11-30
0,ZAR,USD,1998-11-30,0.175746937,1998-11-30
0,AED,USD,1999-02-26,0.2722496280797831,1999-02-26
0,ARS,USD,1999-02-26,1.003280664,1999-02-26
0,AUD,USD,1999-02-26,0.6185,1999-02-26
0,ATS,USD,1999-02-26,0.079776625,1999-02-26
0,BEF,USD,1999-02-26,0.027212522,1999-02-26
0,BRL,USD,1999-02-26,0.4833612016,1999-02-26
0,CAD,USD,1999-02-26,0.6622955163,1999-02-26
0,CHF,USD,1999-02-26,0.6908,1999-02-26
0,CLP,USD,1999-02-26,0.0019979293,1999-02-26
0,CNY,USD,1999-02-26,0.1211447712,1999-02-26
0,CZK,USD,1999-02-26,0.0291202102,1999-02-26
0,DKK,USD,1999-02-26,0.1482447818,1999-02-26
0,EGP,USD,1999-02-26,0.2933654329,1999-02-26
0,ESP,USD,1999-02-26,0.006597607311732328,1999-02-26
0,FIM,USD,1999-02-26,0.184627886,1999-02-26
0,FRF,USD,1999-02-26,0.167350063,1999-02-26
0,GBP,USD,1999-02-26,1.6033349367,1999-02-26
0,GRD,USD,1999-02-26,0.003424423,1999-02-26
0,HKD,USD,1999-02-26,0.1290822254,1999-02-26
0,HUF,USD,1999-02-26,0.004354071,1999-02-26
0,ILS,USD,1999-02-26,0.2478892378,1999-02-26
0,IDR,USD,1999-02-26,0.0001134891,1999-02-26
0,ITL,USD,1999-02-26,0.000566941,1999-02-26
0,INR,USD,1999-02-26,0.0235022909,1999-02-26
0,JPY,USD,1999-02-26,0.0084033613,1999-02-26
0,JOD,USD,1999-02-26,1.4095506698,1999-02-26
0,KWD,USD,1999-02-26,3.279763857002296,1999-02-26
0,KRW,USD,1999-02-26,0.0008197472,1999-02-26
0,MAD,USD,1999-02-26,0.1036977037,1999-02-26
0,MXN,USD,1999-02-26,0.100749444,1999-02-26
0,MYR,USD,1999-02-26,0.1847068035,1999-02-26
0,NLG,USD,1999-02-26,0.498132079,1999-02-26
0,NOK,USD,1999-02-26,0.1265502404,1999-02-26
0,NZD,USD,1999-02-26,0.525,1999-02-26
0,PTE,USD,1999-02-26,0.005475555,1999-02-26
0,PKR,USD,1999-02-26,0.0199780811,1999-02-26
0,QAR,USD,1999-02-26,0.2746498365641218,1999-02-26
0,RUB,USD,1999-02-26,0.0434086866,1999-02-26
0,SAR,USD,1999-02-26,0.26648903573500715,1999-02-26
0,SEK,USD,1999-02-26,0.1221523239,1999-02-26
0,SGD,USD,1999-02-26,0.5807538185,1999-02-26
0,THB,USD,1999-02-26,0.026874582,1999-02-26
0,TRY,USD,1999-02-26,2.8283085688,1999-02-26
0,TWD,USD,1999-02-26,0.0303192201,1999-02-26
0,USD,USD,1999-02-26,1.0,1999-02-26
0,ZAR,USD,1999-02-26,0.1618975225,1999-02-26
0,AED,USD,1999-05-31,0.27225712180388856,1999-05-31
0,ARS,USD,1999-05-31,0.9993287618,1999-05-31
0,AUD,USD,1999-05-31,0.6486,1999-05-31
0,ATS,USD,1999-05-31,0.075786857,1999-05-31
0,BEF,USD,1999-05-31,0.025851557,1999-05-31
0,BRL,USD,1999-05-31,0.5802430149,1999-05-31
0,CAD,USD,1999-05-31,0.6784720809,1999-05-31
0,CHF,USD,1999-05-31,0.6546,1999-05-31
0,CLP,USD,1999-05-31,0.0020360368,1999-05-31
0,CNY,USD,1999-05-31,0.1206982484,1999-05-31
0,CZK,USD,1999-05-31,0.0277227963,1999-05-31
0,DKK,USD,1999-05-31,0.1407895478,1999-05-31
0,EGP,USD,1999-05-31,0.2926063733,1999-05-31
0,ESP,USD,1999-05-31,0.006267651272897298,1999-05-31
0,FIM,USD,1999-05-31,0.17539552,1999-05-31
0,FRF,USD,1999-05-31,0.15898003,1999-05-31
0,GBP,USD,1999-05-31,1.6020506248,1999-05-31
0,GRD,USD,1999-05-31,0.0032172962,1999-05-31
0,HKD,USD,1999-05-31,0.1289540537,1999-05-31
0,HUF,USD,1999-05-31,0.0041812143,1999-05-31
0,ILS,USD,1999-05-31,0.2432476598,1999-05-31
0,IDR,USD,1999-05-31,0.0001237376,1999-05-31
0,ITL,USD,1999-05-31,0.000538587,1999-05-31
0,INR,USD,1999-05-31,0.0233181671,1999-05-31
0,JPY,USD,1999-05-31,0.0082304527,1999-05-31
0,JOD,USD,1999-05-31,1.4043126873,1999-05-31
0,KWD,USD,1999-05-31,3.2637087434985697,1999-05-31
0,KRW,USD,1999-05-31,0.0008422346,1999-05-31
0,MAD,USD,1999-05-31,0.1003505528,1999-05-31
0,MXN,USD,1999-05-31,0.103061174,1999-05-31
0,MYR,USD,1999-05-31,0.236769757,1999-05-31
0,NLG,USD,1999-05-31,0.473216356,1999-05-31
0,NOK,USD,1999-05-31,0.1267748479,1999-05-31
0,NZD,USD,1999-05-31,0.5341,1999-05-31
0,PTE,USD,1999-05-31,0.005201712,1999-05-31
0,PKR,USD,1999-05-31,0.0192335781,1999-05-31
0,QAR,USD,1999-05-31,0.27466493898757843,1999-05-31
0,RUB,USD,1999-05-31,0.0404200316,1999-05-31
0,SAR,USD,1999-05-31,0.266631130069651,1999-05-31
0,SEK,USD,1999-05-31,0.1162587921,1999-05-31
0,SGD,USD,1999-05-31,0.5798782256,1999-05-31
0,THB,USD,1999-05-31,0.0269357929,1999-05-31
0,TRY,USD,1999-05-31,2.4569311987,1999-05-31
0,TWD,USD,1999-05-31,0.0305420499,1999-05-31
0,USD,USD,1999-05-31,1.0,1999-05-31
0,ZAR,USD,1999-05-31,0.161028615,1999-05-31
0,AED,USD,1999-08-31,0.2722645492253352,1999-08-31
0,ARS,USD,1999-08-31,1.0000017043,1999-08-31
0,AUD,USD,1999-08-31,0.6392,1999-08-31
0,ATS,USD,1999-08-31,0.076760109,1999-08-31
0,BEF,USD,1999-08-31,0.026183775,1999-08-31
0,BRL,USD,1999-08-31,0.5202445415,1999-08-31
0,CAD,USD,1999-08-31,0.670376081,1999-08-31
0,CHF,USD,1999-08-31,0.65876,1999-08-31
0,CLP,USD,1999-08-31,0.0019313431,1999-08-31
