Date;MSCIPriceUSD;SAMCO;STOXX
3-15-2019;1000.00;1000.00;1000.00
3-18-2019;1007.54;1007.87;1007.89
3-19-2019;1005.48;1007.63;1007.45
3-20-2019;1006.18;1007.10;1006.72
3-21-2019;1004.52;1004.98;1004.82
3-22-2019;996.87;992.00;992.44
3-25-2019;985.59;982.09;982.26
3-26-2019;990.90;986.61;986.24
3-27-2019;987.32;981.91;981.03
3-28-2019;985.15;980.50;978.66
3-29-2019;994.03;991.69;990.58
4-1-2019;1004.71;1001.94;1001.30
4-2-2019;1005.28;1003.20;1001.62
4-3-2019;1010.06;1009.42;1007.76
4-4-2019;1009.47;1008.32;1007.37
4-5-2019;1011.82;1011.09;1009.87
4-8-2019;1010.47;1010.79;1009.02
4-9-2019;1014.56;1014.29;1012.96
4-10-2019;1017.50;1017.39;1016.94
4-11-2019;1014.06;1012.04;1012.88
4-12-2019;1013.85;1012.84;1013.49
4-15-2019;1017.03;1013.44;1013.92
4-16-2019;1018.29;1015.13;1014.72
4-17-2019;1019.96;1016.01;1015.91
4-18-2019;1013.31;1010.70;1009.70
4-19-2019;1016.04;1012.94;1012.30
4-22-2019;1012.36;1010.86;1010.14
4-23-2019;1009.98;1007.55;1007.38
4-24-2019;1005.62;1003.67;1003.35
4-25-2019;999.48;995.92;995.98
4-26-2019;996.64;994.17;993.32
4-29-2019;995.61;995.16;993.19
4-30-2019;994.45;994.92;992.41
5-1-2019;995.14;995.45;992.79
5-2-2019;995.01;980.69;982.01
5-3-2019;996.88;983.87;984.95
5-6-2019;982.57;965.41;968.03
5-7-2019;980.24;962.21;964.77
5-8-2019;973.74;955.56;958.50
5-9-2019;955.98;937.46;938.55
5-10-2019;960.09;942.37;942.89
5-13-2019;939.74;924.13;923.39
5-14-2019;940.27;922.69;923.07
5-15-2019;943.19;927.46;929.36
5-16-2019;937.44;922.91;924.02
5-17-2019;926.58;911.30;910.73
5-20-2019;928.96;910.31;907.93
5-21-2019;932.64;916.81;914.41
5-22-2019;933.83;917.86;915.56
5-23-2019;923.97;906.05;904.81
5-24-2019;928.34;909.02;906.36
5-27-2019;934.76;915.39;911.87
5-28-2019;938.15;919.44;916.10
5-29-2019;932.33;914.35;910.30
5-30-2019;938.85;921.12;915.16
5-31-2019;942.84;925.23;918.67
6-3-2019;945.77;927.48;920.11
6-4-2019;946.76;927.74;920.79
6-5-2019;949.13;929.63;923.11
6-6-2019;945.16;925.71;919.29
6-7-2019;948.80;929.90;923.90
6-10-2019;955.71;938.87;931.84
6-11-2019;963.56;947.23;940.05
6-12-2019;960.10;942.45;935.65
6-13-2019;960.26;943.65;937.19
6-14-2019;953.10;935.73;929.63
6-17-2019;948.09;931.07;925.64
6-18-2019;952.77;937.30;931.24
6-19-2019;959.08;946.38;940.02
6-20-2019;973.59;960.80;954.90
6-21-2019;973.18;960.35;954.21
6-24-2019;973.61;961.57;955.86
6-25-2019;970.47;957.46;951.16
6-26-2019;971.61;959.39;952.22
6-27-2019;976.08;965.05;956.42
6-28-2019;977.44;966.58;956.47
7-1-2019;985.10;974.69;964.95
7-2-2019;984.11;974.83;964.10
7-3-2019;983.20;974.54;962.15
7-4-2019;988.28;979.58;966.41
7-5-2019;986.17;977.35;964.46
7-8-2019;974.25;964.56;951.24
7-9-2019;970.01;959.48;946.48
7-10-2019;975.92;965.64;951.85
7-11-2019;984.15;973.03;959.16
7-12-2019;982.32;970.69;956.88
7-15-2019;982.85;971.78;956.48
7-16-2019;984.26;973.05;956.97
7-17-2019;979.30;968.52;952.11
7-18-2019;977.72;966.28;950.87
7-19-2019;980.11;970.01;954.90
7-22-2019;975.99;965.10;951.12
7-23-2019;974.08;963.33;949.59
7-24-2019;971.37;960.50;947.86
7-25-2019;969.66;959.14;943.90
7-26-2019;966.98;955.97;940.60
7-29-2019;961.14;950.98;934.51
7-30-2019;956.98;948.21;932.06
7-31-2019;957.82;948.88;932.59
8-1-2019;947.61;938.58;921.66
8-2-2019;932.35;920.19;905.32
8-5-2019;903.48;891.37;875.30
8-6-2019;903.94;890.77;873.06
8-7-2019;905.81;893.08;876.03
8-8-2019;920.00;908.33;891.57
8-9-2019;919.39;906.33;889.80
8-12-2019;911.25;901.18;885.08
8-13-2019;901.51;892.33;877.61
8-14-2019;900.79;890.52;875.74
8-15-2019;895.58;886.39;871.68
8-16-2019;899.30;890.74;876.68
8-19-2019;903.84;897.04;883.03
8-20-2019;905.78;898.00;886.09
8-21-2019;911.35;903.03;892.07
8-22-2019;905.85;898.53;887.67
8-23-2019;902.20;895.63;884.51
8-26-2019;887.40;880.55;869.88
8-27-2019;891.01;884.63;873.68
8-28-2019;894.01;886.57;876.60
8-29-2019;896.56;889.49;879.63
8-30-2019;907.36;900.49;890.74
9-2-2019;910.27;904.71;895.23
9-3-2019;902.39;896.58;888.31
9-4-2019;913.79;909.06;899.96
9-5-2019;919.84;916.31;907.23
9-6-2019;922.24;919.13;909.64
9-9-2019;920.70;916.34;905.58
9-10-2019;919.59;916.30;905.22
9-11-2019;927.54;924.46;913.74
9-12-2019;934.25;930.25;919.56
9-13-2019;936.91;933.81;922.55
9-16-2019;936.17;933.12;922.93
9-17-2019;929.80;927.04;917.83
9-18-2019;933.98;931.46;921.82
9-19-2019;930.42;928.10;919.15
9-20-2019;937.49;933.30;922.82
9-23-2019;938.45;929.99;918.31
9-24-2019;935.97;924.49;914.04
9-25-2019;927.48;915.22;904.49
9-26-2019;929.89;917.62;905.33
9-27-2019;925.07;911.26;899.67
9-30-2019;923.72;909.48;899.36
10-1-2019;921.93;906.47;898.21
10-2-2019;916.87;900.77;892.22
10-3-2019;920.21;904.88;896.83
10-4-2019;922.84;907.98;900.90
10-7-2019;922.33;906.27;900.34
10-8-2019;922.81;906.48;900.72
10-9-2019;921.32;905.63;899.78
10-10-2019;920.87;906.69;900.75
10-11-2019;927.42;915.87;909.21
10-14-2019;933.82;923.29;917.48
10-15-2019;933.74;923.36;917.46
